Compound,Label,struct_file_path,maximum_MendeleevNumber,range_MendeleevNumber,avg_dev_MendeleevNumber,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,range_NsUnfilled,avg_dev_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Sr2TiO4,1,../data/Structures/Insulators/Sr2TiO4_CollCode_194713.cif,87,79,32.97959184,71.6206,41.01494286,28.58919184,15.9994,1886.2,608.6,632.9142857,14,6.530612245,16,5,3,3.142857143,1.306122449,195,129,116.2857143,57.46938776,0.95,3.44,2.49,2.457142857,1.123265306,3.44,0,2,4,2.285714286,1.959183673,4,2,0.285714286,0.489795918,0,0,0,2,4,4.571428571,1.632653061,6,0,0,0,2,2,1.142857143,0.979591837,2,8,1.959183673,0,0,0,8,2.285714286,1.632653061,2,9.105,45.125,23.08142857,17.79918367,9.105,0,0,5.51837E-06,225,213,98.85714286,99.26530612,12,-2,6,3.16227766,-31.6272123,0.068642653,1.060709989,0.774708947,0.00959318,0.121461597,0.111868417,0.068505707,0.039494631,0.200014977,0.214121441,1,0,6.872184942,1.980327,1.94328,1.9618035,3.608236026,2.748212931,2.909096684,-44.82015025,25.10440479,43.26717,99.299,53.93647749,11.60656276,13.59211639
Sr2VO4,1,../data/Structures/Insulators/Sr2VO4_CollCode_72219.cif,87,79,32.48979592,71.6206,41.45415714,29.09115102,15.9994,2128.2,643.1714286,672.4244898,14,6.367346939,16,5,3,3.142857143,1.306122449,195,129,115.2857143,56.32653061,0.95,3.44,2.49,2.47,1.108571429,3.44,0,2,4,2.285714286,1.959183673,4,3,0.428571429,0.734693878,0,0,0,2,4,4.714285714,1.551020408,6,0,0,0,2,2,1.142857143,0.979591837,2,7,1.714285714,0,0,0,7,2.142857143,1.387755102,2,9.105,45.125,22.55571429,18.09959184,9.105,0,0,0,229,217,103.8571429,104.9795918,12,-2,6,3.16227766,-31.89416654,0.071249269,1.067175245,0.775110584,0.016917337,0.122959132,0.106041795,0.068286499,0.038677312,0.203077825,0.249078301,1,0,6.84072874,1.9845116,1.9178,1.9511558,3.56328355,2.71217877,2.885746506,-44.9548491,25.72532298,46.709,65.28165,16.46766228,8.880294477,13.198821
Sr3WO6,1,../data/Structures/Insulators/Sr3WO6_CollCode_247338.cif,87,79,32.76,167.8406,54.26964,45.924288,15.9994,3640.2,717.38,795.096,14,6.24,16,6,4,3.3,1.56,195,129,114.3,57.96,0.95,3.44,2.49,2.585,1.026,3.44,0,2,4,2.4,1.92,4,4,0.4,0.72,0,14,2.52,2,18,6.2,2.76,6,0,0,0,2,2,1.2,0.96,2,6,1.08,0,0,0,6,1.8,1.08,2,9.105,45.125,23.337,18.5358,9.105,0,0,0,229,217,97.6,102.72,12,-2,8,3.651483717,-38.61968828,0.054651144,1.078783779,0.731993549,0.01540476,0.142572,0.127167239,0.091131237,0.021214736,0.103982932,0.234132231,1,0,5.847206911,2.141783604,1.7949814,1.930128513,3.438785628,2.44557095,2.926170825,-59.36020899,26.80444319,64.77,122.01,54.77734557,6.223374402,14.28663157
Sr3Zr2O7,1,../data/Structures/Insulators/Sr3Zr2O7_CollCode_12979.cif,87,79,31.40277778,75.2246,46.44198333,35.51634722,15.9994,2073.2,649.1333333,693.3888889,14,6.416666667,16,5,3,3.25,1.458333333,195,129,116.4166667,58.81944444,0.95,3.44,2.49,2.465833333,1.136527778,3.44,0,2,4,2.333333333,1.944444444,4,2,0.333333333,0.555555556,0,0,0,2,4,4.666666667,1.555555556,6,0,0,0,2,2,1.166666667,0.972222222,2,8,2.222222222,0,0,0,8,2.5,1.833333333,2,9.105,45.125,22.73458333,15.90118056,9.105,0,0,0,225,213,95.58333333,97.51388889,12,-2,6,3.246010685,-31.9433028,0.06635715,1.077086833,0.800928551,0.00652121,0.133159682,0.126638472,0.097077142,0.037730323,0.144377624,0.177626021,1,0,4.128984693,2.10888399,2.071086771,2.088737989,3.710944624,2.921177499,3.122331001,-42.07480411,23.20233022,34.41836,80.348,42.44218459,16.25401085,14.73875965
Sr4.002La1.998Fe6O17.874,1,../data/Structures/Insulators/LaSr2Fe3O9_CollCode_68856.cif,87,79,26.27698031,122.90607,41.8166849,30.89362993,15.9994,1756.2,616.9648925,672.7010303,14,5.207329148,16,6,4,3.071098614,1.281704267,207,141,105.9670617,47.82561827,0.95,3.44,2.49,2.626573609,0.973367029,3.44,0,2,4,2.393251657,1.922676567,4,6,1.271942157,1.899199776,0,0,0,2,6,5.665193814,1.338499222,6,0,0,0,2,2,1.196625828,0.961338284,2,9,2.058137005,0,0,0,9,2.601928098,1.417405039,2,9.105,45.125,17.33522243,12.50172929,9.105,0,0,0.677545614,229,217,96.28941555,100.8628917,12,-2,5.63,3.26564364,-34.73985117,0.083664342,1.113382622,0.790839145,2.85849E-05,0.122318267,0.122289682,0.077454529,0.053836486,0.148911323,0.14930622,0,1,3.871266985,1.938430206,1.938430206,1.938430206,3.726869695,2.737576679,2.986787437,-43.03405337,23.08182831,45.93417,67.5667,17.91290796,5.042384732,11.60347946
Sr8Fe8O22.45104,1,../data/Structures/Insulators/SrFeO2.8_CollCode_154931.cif,87,79,26.96890065,71.6206,39.1906999,27.08217003,15.9994,1756.2,627.2474553,668.4885879,14,5.345187517,16,5,3,3.040283956,1.214815345,195,129,106.5710743,47.37779844,0.95,3.44,2.49,2.586967156,0.996148583,3.44,0,2,4,2.335545671,1.943704551,4,6,1.248340747,1.977229954,0,0,0,2,6,5.583886418,1.491303816,6,0,0,0,2,2,1.167772835,0.971852276,2,4,1.318153303,0,0,0,4,2,0.832227165,2,9.105,45.125,18.83165499,14.72973215,9.105,0,0,0.695544285,229,217,101.4644202,104.4741196,12,-2,5.6,3.200482364,-31.27375045,0.084157582,1.116671577,0.789606045,0,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.14930622,0,1,3.901835,1.9509175,1.9509175,1.9509175,2.759013988,2.759013988,2.759013988,-41.68932586,20.57882264,45.2064,66.964,18.06711847,1.969969445,11.88055409
SrCeO3,1,../data/Structures/Insulators/SrCeO3_CollCode_71352.cif,87,79,36.24,124.1166,55.14684,46.976928,15.9994,1016.2,457.08,482.736,14,6.48,16,6,4,3.4,1.68,204,138,119.4,64.08,0.95,3.44,2.49,2.478,1.1544,3.44,0,2,4,2.4,1.92,4,1,0.2,0.32,0,1,0.32,2,4,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,9,2.88,13,4.16,0,22,5.6,6.56,2,9.105,45.125,23.757,17.5824,9.105,0,0,0,225,213,91,94.8,12,-2,6,3.380617019,-32.51721667,0.063623775,1.043871451,0.840940563,0.011002592,0.157705563,0.146702971,0.110892839,0.044108448,0.11188453,0.401836356,1,0,4.293745241,2.269399358,2.218187049,2.250293893,3.611486442,3.117172228,3.239013539,-39.0266458,21.49388964,36.906,65.55,25.29036601,9.504710828,15.84110953
SrLaCoO4,1,../data/Structures/Insulators/LaSrCoO4_CollCode_415838.cif,87,79,29.71428571,122.90607,49.92232357,38.76905551,15.9994,1713.2,604.3142857,628.0163265,14,5.551020408,16,6,4,3.285714286,1.469387755,207,141,113.1428571,53.87755102,0.95,3.44,2.49,2.527142857,1.043265306,3.44,0,2,4,2.285714286,1.959183673,4,7,1.142857143,1.673469388,0,0,0,2,7,5.428571429,1.673469388,6,0,0,0,2,2,1.142857143,0.979591837,2,9,2.448979592,0,0,0,9,2.857142857,1.795918367,2,9.105,45.125,19.68464286,14.78806122,9.105,0,0,0.379217437,225,213,94.42857143,94.20408163,12,-2,5,2.977694858,-29.18763951,0.077116195,1.087211434,0.782583993,0.034159922,0.124597865,0.090437943,0.076312535,0.034690212,0.203675114,0.14930622,0,1,6.80851709,2.05620012,1.90365,1.97992506,3.439871681,2.692167648,2.890082482,-37.43182304,23.50301573,33.5,51.27,15.65505341,12.451197,12.94999882
SrLaCrO4,1,../data/Structures/Insulators/LaSrCrO4_CollCode_167421.cif,87,79,31.18367347,122.90607,48.93131,37.63646857,15.9994,2125.2,663.1714286,695.2816327,14,6.040816327,16,6,4,3.285714286,1.469387755,207,141,115,56,0.95,3.44,2.49,2.495714286,1.079183673,3.44,0.244897959,2,4,2.285714286,1.959183673,4,5,0.857142857,1.224489796,0,0,0,2,4,5,1.428571429,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,9,2.857142857,0,0,0,9,3.285714286,2.408163265,2,9.105,45.125,19.81964286,14.71091837,9.105,0,0,0,229,217,99.42857143,99.91836735,12,-2,5,2.977694858,-29.01020924,0.073691146,1.077596128,0.779857246,0.026313486,0.122826282,0.096512795,0.073533966,0.036143403,0.20107204,0.14930622,0,1,6.816777446,2.025162,1.9235,1.974331,3.498639583,2.720239787,2.898513834,-37.85026807,22.68332973,30.959,49.16,16.08861624,14.57034924,13.21481514
SrLaVO4,1,../data/Structures/Insulators/LaSrVO4_CollCode_80489.cif,87,79,31.67346939,122.90607,48.78065286,37.46428898,15.9994,2128.2,663.6,695.7714286,14,6.204081633,16,6,4,3.285714286,1.469387755,207,141,117,58.28571429,0.95,3.44,2.49,2.491428571,1.084081633,3.44,0,2,4,2.285714286,1.959183673,4,3,0.571428571,0.816326531,0,0,0,2,4,4.857142857,1.346938776,6,0,0,0,2,2,1.142857143,0.979591837,2,9,3.265306122,0,0,0,9,3.428571429,2.612244898,2,9.105,45.125,20.07964286,14.56234694,9.105,0,0,0,229,217,99.42857143,99.91836735,12,-2,5,2.977694858,-28.65403353,0.071283256,1.080135354,0.788996896,0.039076286,0.127575831,0.088499545,0.08096576,0.033698019,0.188970187,0.14930622,0,1,6.900697713,2.133547,1.9414,2.0374735,3.434789061,2.74555421,2.95314001,-36.53557528,22.93017129,29.3111,46.709,15.3112052,15.37642577,13.635288
SrMnO3,1,../data/Structures/Insulators/SrMnO3_Cubic_CollCode_236949.cif,87,79,27.36,71.6206,38.111249,26.5342188,15.9994,1464.2,546.68,590.256,14,5.52,16,5,3,3,1.2,195,129,106.4,48.48,0.95,3.44,2.49,2.564,1.0512,3.44,0,2,4,2.4,1.92,4,5,1,1.6,0,0,0,2,5,5.4,1.36,6,0,0,0,2,2,1.2,0.96,2,5,1.6,0,0,0,5,2.2,1.12,2,9.105,45.125,18.40651724,14.3293931,9.105,0,0,9.92386E-05,225,213,95.6,100.32,12,-2,6,3.380617019,-37.48289082,0.084157582,1.116671577,0.789606045,0,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.289545716,1,0,3.8041,1.90205,1.90205,1.90205,2.689904906,2.689904906,2.689904906,-46.85238336,24.4375274,51.21,72.41,17.41470256,4.798499876,11.00996074
SrMoO4,1,../data/Structures/Insulators/SrMoO4_CollCode_193794.cif,87,79,25.77777778,79.9606,41.26293333,33.68471111,15.9994,2841.2,694.2,852.5333333,14,5.333333333,16,5,3,3,1.333333333,195,129,102.1666667,48.22222222,0.95,3.44,2.49,2.811666667,0.837777778,3.44,0.277777778,2,4,2.666666667,1.777777778,4,5,0.833333333,1.388888889,0,0,0,2,4,5.333333333,1.111111111,6,1,0.277777778,0,2,2,1.333333333,0.888888889,2,5,1.388888889,0,0,0,6,2.333333333,1.222222222,2,9.105,45.125,17.72333333,12.16888889,9.105,0,0,0,229,217,83.66666667,95.55555556,12,-2,8,4.320493799,-51.81171428,0.088617645,1.060411969,0.734147064,0.010916374,0.145184289,0.134267915,0.116688184,0.03525727,0.149442328,0.275514932,1,0,4.034951596,1.732430794,1.732430794,1.732430794,3.129533868,2.798099989,2.948999607,-60.64492127,26.60409446,68.82704,125.638,53.2422307,2.39934142,14.55039876
SrPrO3,1,../data/Structures/Insulators/SrPrO3_CollCode_84882.cif,87,79,35.76,124.90825,55.30517,47.166924,15.9994,1149.2,483.68,514.656,14,6.48,16,6,4,3.4,1.68,203,137,119.2,63.84,0.95,3.44,2.49,2.48,1.152,3.44,0,2,4,2.4,1.92,4,0,0,0,0,3,0.96,2,4,5,1.2,6,0,0,0,2,2,1.2,0.96,2,0,0,11,3.52,0,11,3.4,3.04,2,9.105,45.125,23.444,17.2068,9.105,0,0,0,225,213,91,94.8,12,-2,6,3.380617019,-32.4942007,0.060279975,1.043157623,0.849300063,0.018724027,0.160128608,0.141404581,0.117080321,0.040234748,0.105670013,0.14930622,1,0,4.276565631,2.296424008,2.21534354,2.257315466,3.4536748,3.052785006,3.223873647,-38.84280525,21.51563061,38.981,57.53,15.18189395,7.287515917,15.64720407
SrSnO3,1,../data/Structures/Insulators/SrSnO3_CollCode_90846.cif,87,79,24.72,102.7106,50.86564,41.839488,15.9994,995.2,343.896,346.9152,14,4.32,16,5,3,3.2,1.44,195,129,106.4,48.48,0.95,3.44,2.49,2.646,0.9528,3.44,0,2,4,2.8,1.44,4,10,2,3.2,0,0,0,2,12,6.8,2.88,6,0,0,0,4,4,2,0.8,2,0,0,0,0,0,4,2,0.8,2,9.105,45.125,22.966,16.6332,9.105,0,0,0,225,213,80.4,82.08,12,-2,6,3.380617019,-35.10732982,0.078144215,1.085821168,0.804639463,0.002200747,0.131575782,0.129375034,0.09220861,0.045899927,0.138016976,0.036172729,1,0,4.033637451,2.052206838,2.045922105,2.048630838,3.583077466,2.873582371,3.027017597,-43.28198336,23.06450456,40.74,77.03,32.72010802,10.8667579,13.12962952
SrTiO3,1,../data/Structures/Insulators/SrTiO3_CollCode_23076.cif,87,79,29.52,71.6206,36.69704,24.837168,15.9994,1886.2,631.08,691.536,14,6.24,16,5,3,3,1.2,195,129,110.6,53.52,0.95,3.44,2.49,2.562,1.0536,3.44,0,2,4,2.4,1.92,4,2,0.4,0.64,0,0,0,2,4,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,8,2.56,0,0,0,8,2.8,2.08,2,9.105,45.125,19.647,13.8332,9.105,0,0,7.21067E-06,225,213,91,94.8,12,-2,6,3.380617019,-36.51438283,0.084157582,1.116671577,0.789606045,0,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.101257731,1,0,3.905,1.9525,1.9525,1.9525,2.761251981,2.761251981,2.761251981,-45.64178016,23.80609424,43.26717,99.299,52.3443396,11.0949076,11.90948853
SrWO4,1,../data/Structures/Insulators/SrWO4_CollCode_291536.cif,87,79,25.55555556,167.8406,55.9096,53.2136,15.9994,3640.2,827.3666667,1030.088889,14,5.333333333,16,6,4,3.166666667,1.555555556,195,129,103.5,50,0.95,3.44,2.49,2.845,0.793333333,3.44,0,2,4,2.666666667,1.777777778,4,4,0.666666667,1.111111111,0,14,3.888888889,2,18,7.666666667,4.111111111,6,0,0,0,2,2,1.333333333,0.888888889,2,6,1.666666667,0,0,0,6,2.333333333,1.222222222,2,9.105,45.125,17.78333333,12.14888889,9.105,0,0,0,229,217,83.66666667,95.55555556,12,-2,8,4.320493799,-43.46790125,0.074917071,1.056187803,0.792442749,0.00315532,0.151571703,0.148416383,0.118909417,0.038584699,0.132836087,3.12172975,1,0,4.039282164,2.543109441,2.537846043,2.540477742,3.124558603,2.894502703,3.039606579,-48.691233,20.65699438,64.77,122.01,53.67509678,-8.800676069,14.68679391
SrZrO3,1,../data/Structures/Insulators/SrZrO3_CollCode_173398.cif,87,79,29.28,75.2246,45.36844,35.242848,15.9994,2073.2,668.48,736.416,14,6.24,16,5,3,3.2,1.44,195,129,113.6,57.12,0.95,3.44,2.49,2.52,1.104,3.44,0,2,4,2.4,1.92,4,2,0.4,0.64,0,0,0,2,4,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,8,2.56,0,0,0,8,2.8,2.08,2,9.105,45.125,20.948,14.2116,9.105,0,0,0,225,213,91,94.8,12,-2,6,3.380617019,-34.42895256,0.075638541,1.080511572,0.810903647,0.020475536,0.141576563,0.121101027,0.098715661,0.040904893,0.132695932,0.100595443,1,0,4.10003085,2.130648764,2.034121096,2.092947975,3.68838,2.81816743,3.084991434,-42.33255232,22.71663071,34.41836,80.348,42.41755667,16.03992679,13.79058349
TiO2,1,../data/Structures/Insulators/TiO2_CollCode_33837.cif,87,44,19.55555556,31.8676,26.62193333,14.16337778,15.9994,1886.2,683.5333333,838.3111111,12,5.333333333,16,4,2,2.666666667,0.888888889,160,94,97.33333333,41.77777778,1.54,3.44,1.9,2.806666667,0.844444444,3.44,0,2,4,2.666666667,1.777777778,4,2,0.666666667,0.888888889,0,0,0,4,2,5.333333333,0.888888889,6,0,0,0,2,2,1.333333333,0.888888889,2,8,3.555555556,0,0,2,6,4,2.666666667,2,9.105,7.585,11.63333333,3.371111111,9.105,0,0,1.00148E-05,194,182,72.66666667,80.88888889,12,-2,6,4.242640687,-47.08149371,0.100673829,1.075505372,0.848989256,0.007691206,0.171927206,0.164236,0.117181873,0.072993778,0.179346264,0.111110436,1,0,3.568160653,1.980798535,1.946990253,1.963894394,2.77746897,2.533037295,2.695991745,-44.73772279,25.88342571,43.26717,99.299,51.99623536,12.31097089,10.3956804
Tm2O3,1,../data/Structures/Insulators/Tm2O3_CollCode_78582.cif,87,50,24,152.93481,77.173324,73.4087088,15.9994,1763.2,760.08,846.336,13,6.24,16,6,4,3.6,1.92,190,124,115.6,59.52,1.25,3.44,2.19,2.564,1.0512,3.44,0,2,4,2.4,1.92,4,0,0,0,0,13,6.24,6,9,9.6,4.32,6,0,0,0,2,2,1.2,0.96,2,0,0,1,0.48,1,1,1.6,0.48,2,9.105,20.675,17.375,9.924,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-32.17412249,0.06942875,1.057857292,0.911359344,0.000871001,0.165117025,0.164246024,0.102588148,0.075034653,0.117390613,0.074825992,1,0,3.709364793,2.284523709,2.224155408,2.247085277,3.837190691,2.859814376,3.289309922,-31.32468228,22.24345068,23.66,42.41,14.86802807,15.7891712,14.25638794
V2O5,1,../data/Structures/Insulators/V2O5_CollCode_59961.cif,87,41,16.73469388,34.9421,25.98285714,14.26208163,15.9994,2128.2,662.8571429,868.6530612,11,4.489795918,16,4,2,2.571428571,0.816326531,153,87,90.85714286,35.51020408,1.63,3.44,1.81,2.922857143,0.73877551,3.44,0,2,4,2.857142857,1.632653061,4,3,0.857142857,1.224489796,0,0,0,5,1,5.714285714,0.408163265,6,0,0,0,2,2,1.428571429,0.816326531,2,7,2.857142857,0,0,2,5,3.428571429,2.040816327,2,9.105,3.905,10.22071429,1.593877551,9.105,0,0,0,229,217,74,88.57142857,12,-2,7,4.949747468,-57.600115,0.120325255,1.15396342,0.788468443,0.073068792,0.174213215,0.101144423,0.133706556,0.029941523,0.232832303,0.138963288,1,0,3.187612956,2.308294644,1.583303474,1.940065966,3.398749425,2.528953888,2.823286234,-49.37222769,38.05071965,65.28165,128.125,58.32597283,7.008233717,11.4063485
Y2Ir2O7,1,../data/Structures/Insulators/Y2Ir2O7_CollCode_187534.cif,87,75,23.60330579,176.2176,61.29468182,57.6485405,15.9994,2684.2,859.9636364,1024.753719,13,4.628099174,16,6,4,3.272727273,1.619834711,190,124,102.1818182,46.04958678,1.22,3.44,2.22,2.810909091,0.800661157,3.44,0,2,4,2.545454545,1.851239669,4,7,1.454545455,2.016528926,0,14,4.165289256,3,20,8.545454545,5.256198347,6,0,0,0,2,2,1.272727273,0.925619835,2,9,2.776859504,0,0,2,7,3.454545455,2.016528926,2,9.105,23.26,14.26227273,6.582809917,9.105,0,0,0,225,213,83.81818182,91.40495868,12,-2,6,3.661454629,-39.97853571,0.066907559,1.07626698,0.830018534,7.46179E-17,0.178101956,0.178101956,0.092129467,0.049610142,0.122781302,0.280864291,1,0,3.572939855,1.983836484,1.983836484,1.983836484,3.006414511,2.589189172,2.823650256,-44.28980773,24.02917483,40,57,12.96980342,13.34968023,11.72814765
Yb2O3,1,../data/Structures/Insulators/Yb2O3_CollCode_39179.cif,87,48,23.04,157.0546,78.82124,75.386208,15.9994,1037.2,469.68,497.856,13,6.24,16,6,4,3.6,1.92,187,121,114.4,58.08,1.26,3.44,2.18,2.568,1.0464,3.44,0,2,4,2.4,1.92,4,0,0,0,0,14,6.72,6,10,10,4.8,6,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,2,1.2,0.96,2,9.105,25.015,19.111,12.0072,9.105,0,0,0,225,213,97.2,102.24,12,-2,5,3.535533906,-32.19371762,0.069885277,1.058237731,0.912131898,0.000285415,0.165842576,0.165557161,0.104517041,0.073590642,0.119637382,0.146833415,1,0,3.703975959,2.296466867,2.200146748,2.246729287,3.853620791,2.871178353,3.28319708,-31.29645578,22.28583066,25.053,43.61,14.66938027,14.40930932,14.19180798
YbO,1,../data/Structures/Insulators/YbO_CollCode_77710.cif,87,48,24,157.0546,94.5267,78.5273,15.9994,1037.2,573.4,518.6,13,6.5,3,6,4,4,2,187,121,126.5,60.5,1.26,3.44,2.18,2.35,1.09,1.26,0,2,4,2,2,0,0,0,0,0,14,7,6,10,11,5,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,25.015,21.6125,12.5075,9.105,0,0,0,225,213,118.5,106.5,12,-2,4,2.828427125,-20.63923094,1.249E-16,1,1,0,2.12468E-16,2.12468E-16,1.40381E-16,7.01904E-17,9.18805E-17,0.219499322,1,0,3.448559772,2.4385,2.4385,2.4385,3.448559772,3.448559772,3.448559772,-20.63917212,20.63917212,12.179185,25.053,8.698260289,15.48321715,14.50000927
ZnO,1,../data/Structures/Insulators/ZnO_Wurtzite_CollCode_34477.cif,87,18,9,49.3806,40.6897,24.6903,15.9994,637.88,373.74,318.94,4,2,12,4,2,3,1,122,56,94,28,1.65,3.44,1.79,2.545,0.895,1.65,0,2,4,2,2,0,10,5,5,0,0,0,6,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,4.855,11.5325,2.4275,9.105,0,0,0,194,182,103,91,12,-2,4,2.828427125,-23.88248621,1.11022E-16,1,1,0.142289408,0.142289408,1.11022E-16,0.142289408,2.77556E-17,1.11549E-16,0.056090275,1,0,3.212659114,1.991366,1.976291014,1.983828507,3.212659114,3.212659114,3.212659114,-23.88214309,23.88214309,17.96439,39.7233,17.27675068,14.83056467,11.94335914
ZnS,1,../data/Structures/Insulators/ZnS_CollCode_67453.cif,88,19,9.5,33.315,48.7225,16.6575,32.065,304.32,540.52,152.16,4,2,12,4,1,3.5,0.5,122,17,113.5,8.5,1.65,2.58,0.93,2.115,0.465,1.65,0,2,4,2,2,0,10,5,5,0,0,0,6,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,13.96,11.826875,19.8734375,5.9134375,13.96,1.101,0,0,194,124,132,62,70,-2,4,2.828427125,-20.17233368,5.55112E-17,1,1,0.146139972,0.146139972,5.55112E-17,0.146139972,2.77556E-17,1.3452E-16,0.024975306,1,0,3.830157031,2.34651036,2.34209657,2.344303465,3.830157031,3.830157031,3.830157031,-20.17189211,20.17189211,17.96439,39.7233,17.9993644,20.96297804,19.80769624
BaVS3,2,../data/Structures/MIT_materials/HighT/BaVS3_HT_CollCode_8193.cif,88,79,29.04,105.262,56.8927,32.17372,32.065,1794.64,869.616,577.5072,14,6,16,6,3,3.8,0.96,215,110,136.6,37.92,0.89,2.58,1.69,2.052,0.6336,2.58,0,2,4,2.4,1.92,4,3,0.6,0.96,0,0,0,2,4,5,1.2,6,0,0,0,2,2,1.2,0.96,2,7,2.24,0,0,0,7,2.6,1.76,2,13.01,50.58,30.792125,13.11915,25.786875,1.05696,2.202,0,229,159,133.6,76.32,70,-2,6,3.380617019,-27.69137071,0.082231986,1.108302602,0.794420035,0.007777951,0.111801804,0.104023853,0.073005306,0.046555798,0.157554603,0.160543969,1,0,2.8084,2.396987462,2.396987462,2.396987462,3.414803335,3.351284,3.383043667,-30.7621344,19.80217525,46.709,65.28165,13.44529991,2.573898856,21.94021942
Ca1.2La2.8Mn4O12,2,../data/Structures/MIT_materials/HighT/La0.7Ca0.3MnO3_CollCode_88398.cif,87,80,26.592,122.90607,42.4386948,32.01043714,15.9994,1464.2,570.6,618.96,14,5.352,16,6,4,3.08,1.296,207,141,106.94,49.128,1,3.44,2.44,2.588,1.0224,3.44,0,2,4,2.4,1.92,4,5,1.14,1.544,0,0,0,2,5,5.54,1.136,6,0,0,0,2,2,1.2,0.96,2,9,2.9832,0,0,0,9,3.46,2.1672,2,9.105,28.665,14.99236724,8.866753103,9.105,0,0,9.92386E-05,225,213,91.26,95.112,12,-2,5.3,3.246143556,-33.94902317,0.078533647,1.087712541,0.803665882,0.001637795,0.13205452,0.130416725,0.090919536,0.045638896,0.138827056,0.296188214,0,1,3.866921036,1.964042048,1.959829543,1.962424077,3.516261341,2.747250199,2.906344385,-39.88811413,22.93407321,38.9306,57.57,14.91559756,8.843086199,11.57609229
Ca2RuO4,2,../data/Structures/MIT_materials/HighT/Ca2RuO4_HT_CollCode_94244.cif,87,80,31.18367347,85.0706,35.03194286,21.75147755,15.9994,2552.2,722.3142857,762.8734694,14,5.87755102,16,5,3,3,1.142857143,176,110,108.8571429,48.97959184,1,3.44,2.44,2.565714286,0.999183673,3.44,0.244897959,2,4,2.285714286,1.959183673,4,7,1,1.714285714,0,0,0,2,6,5.142857143,1.795918367,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,3,0.734693878,0,0,0,4,1.714285714,0.979591837,2,9.105,28.665,17.92428571,11.34040816,9.105,0,0,0,225,213,98.85714286,99.26530612,12,-2,6,3.16227766,-31.99623454,0.054695691,1.055328177,0.80856508,0.024927277,0.136614022,0.111686745,0.104684527,0.030458433,0.156961509,0.216198949,1,0,3.78701805,2.041697455,1.948862531,1.980033243,3.506329444,2.742125259,2.953707733,-43.71029665,25.63873469,45,59,10.19762837,9.365786937,12.56283022
